satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,work_accident,left,promotion_last_5years,department,salary,investment,reward,sanity,experience,efficiency
0.87,0.67,3,139,2,0,0,0,4,1,417,1,19.2100261955,6,0.0215827338129
0.83,0.85,4,201,2,1,0,0,3,0,804,0,162.637753288,8,0.0199004975124
0.82,0.67,4,156,3,0,0,0,7,0,624,0,165.064393252,12,0.025641025641
0.84,0.84,5,238,5,0,1,0,3,1,1190,1,8.6579271793,25,0.0210084033613
0.24,0.63,4,203,5,0,0,0,2,0,812,0,179.970972424,20,0.0197044334975
0.58,0.96,3,202,2,0,0,0,2,1,606,1,104.428288169,6,0.0148514851485
0.52,0.57,3,270,3,0,0,0,8,0,810,0,231.636696129,9,0.0111111111111
0.51,0.83,3,136,3,0,0,0,5,2,408,2,14.6542186681,9,0.0220588235294
0.62,0.99,4,171,3,0,0,0,8,1,684,1,799.605133268,12,0.0233918128655
0.83,0.82,3,134,3,0,0,0,1,0,402,0,17.113999813,9,0.0223880597015
0.39,0.5,2,142,3,0,1,0,0,1,284,1,7.01928029653,6,0.0140845070423
0.9,0.68,3,156,3,1,0,0,4,2,468,2,13.9455682452,9,0.0192307692308
0.97,0.9,3,255,2,0,0,0,2,0,765,0,1518.88974557,6,0.0117647058824
0.75,0.63,3,148,4,0,0,0,2,1,444,1,21.5448255485,12,0.0202702702703
0.49,0.77,3,211,3,0,0,0,6,2,633,2,161.657806228,9,0.0142180094787
0.43,0.51,2,155,3,0,1,0,2,1,310,1,8.14527061665,6,0.0129032258065
0.58,1.0,4,220,10,0,0,0,5,1,880,1,69.2921673537,40,0.0181818181818
0.92,0.98,4,161,3,0,0,0,2,1,644,1,265.707168558,12,0.0248447204969
0.99,0.77,4,184,3,0,0,0,5,1,736,1,39800.0,12,0.0217391304348
0.69,0.7,4,169,2,0,0,0,4,0,676,0,601.423487544,8,0.0236686390533
0.81,0.58,3,243,4,0,0,0,5,2,729,2,1810000.0,12,0.0123456790123
0.36,0.5,2,131,3,0,1,0,6,1,262,1,6.23595763217,6,0.0152671755725
0.95,0.54,4,255,2,0,0,0,4,0,1020,0,23.0273257599,8,0.0156862745098
0.4,0.49,2,144,3,0,1,0,3,0,288,0,7.19860963997,6,0.0138888888889
0.92,0.93,4,247,2,0,0,0,9,1,988,1,28.6216868907,8,0.0161943319838
0.51,0.8,3,254,2,0,0,0,4,1,762,1,1385.32110092,6,0.011811023622
0.95,0.76,3,236,2,1,0,0,4,1,708,1,2205.88235294,6,0.0127118644068
0.74,0.85,4,105,5,0,0,0,4,2,420,2,18.2233300517,20,0.0380952380952
0.98,0.67,4,209,6,0,0,0,5,0,836,0,172.925764192,24,0.0191387559809
0.89,0.96,5,239,3,0,0,0,3,0,1195,0,8.70338050351,15,0.0209205020921
0.33,0.88,6,219,5,0,1,0,3,0,1314,0,3.88632073542,30,0.027397260274
0.62,0.64,4,142,2,0,0,0,2,0,568,0,62.4951778412,8,0.0281690140845
0.15,0.69,6,213,6,0,0,0,4,0,1278,0,3.81550221963,36,0.0281690140845
0.46,0.38,6,140,3,0,0,0,2,2,840,2,118.487258562,18,0.0428571428571
0.56,0.93,4,210,3,1,0,0,2,0,840,0,63.3014121084,12,0.0190476190476
0.49,0.68,3,192,7,0,0,0,9,2,576,2,63.6480136694,21,0.015625
0.89,0.57,2,235,3,1,0,0,7,0,470,0,14.0872365165,6,0.00851063829787
0.39,1.0,5,204,5,1,0,0,9,1,1020,1,8.20717507853,25,0.0245098039216
0.11,0.78,7,278,4,0,1,0,4,0,1946,0,0.749448041645,28,0.0251798561151
0.91,0.63,4,210,3,0,0,0,8,1,840,1,155.007304009,12,0.0190476190476
0.84,0.81,4,152,2,1,0,0,7,1,608,1,62.8329463188,8,0.0263157894737
0.43,0.51,2,123,3,0,0,0,2,1,246,1,6.12970980325,6,0.0162601626016
0.43,0.55,2,130,3,0,1,0,3,2,260,2,6.50112292123,6,0.0153846153846
0.49,0.61,3,148,2,1,0,0,8,0,444,0,9.17194001921,6,0.0202702702703
0.38,0.5,2,132,3,0,1,0,1,0,264,0,6.38221120494,6,0.0151515151515
0.44,0.54,2,133,3,0,1,0,2,0,266,0,6.71735783925,6,0.015037593985
0.36,0.48,2,145,3,0,1,0,0,0,290,0,7.05679683689,6,0.0137931034483
0.88,0.89,4,135,3,0,0,0,6,1,540,1,52.6286322154,12,0.0296296296296
0.94,0.74,5,171,3,0,0,0,6,0,855,0,122.189330478,15,0.0292397660819
0.49,0.75,4,259,3,1,0,0,2,0,1036,0,7.90450928382,12,0.015444015444
0.1,0.79,6,274,4,0,1,0,4,0,1644,0,1.31386268463,24,0.021897810219
0.7,0.93,2,310,3,0,1,0,7,0,620,0,143.07355664,6,0.00645161290323
0.95,0.65,3,155,2,1,0,0,4,1,465,1,13.9891243526,6,0.0193548387097
0.84,1.0,5,234,5,0,1,0,2,1,1170,1,9.46102981253,25,0.0213675213675
0.43,0.47,2,137,3,0,1,0,5,1,274,1,6.90734497116,6,0.014598540146
0.82,0.86,5,257,5,0,1,0,4,0,1285,0,5.88735738524,25,0.0194552529183
0.97,0.94,3,160,3,0,0,0,3,0,480,0,31.7731686075,9,0.01875
0.76,0.64,4,234,2,0,0,0,4,2,936,2,41.073512252,8,0.017094017094
0.98,0.89,4,169,3,0,0,0,2,1,676,1,704.62633452,12,0.0236686390533
0.6,0.53,2,235,7,0,0,0,6,1,470,1,23.8514057422,14,0.00851063829787
0.18,0.51,5,159,6,0,0,0,6,1,795,1,270.828551756,30,0.0314465408805
0.61,0.84,4,265,2,0,0,0,6,0,1060,0,14.6948759606,8,0.0150943396226
0.92,0.8,4,263,4,0,0,0,8,0,1052,0,18.4031438704,16,0.0152091254753
0.75,0.59,5,149,4,0,0,0,4,1,745,1,6809.3385214,20,0.0335570469799
0.93,0.73,4,153,2,1,0,0,6,1,612,1,70.4894083272,8,0.0261437908497
0.67,0.58,3,246,3,0,0,0,2,1,738,1,20365.8536585,9,0.0121951219512
0.83,0.99,4,226,2,0,0,0,2,0,904,0,59.7531509175,8,0.0176991150442
0.4,0.86,2,264,5,0,0,0,2,1,528,1,34.6517499134,10,0.00757575757576
0.56,0.66,5,155,2,0,0,0,4,1,775,1,736.891828059,10,0.0322580645161
0.42,0.48,2,146,3,0,1,0,0,2,292,2,7.43572288841,6,0.013698630137
0.91,0.71,3,171,2,0,0,0,6,0,513,0,40.9370512463,6,0.0175438596491
0.48,0.47,3,160,3,0,0,0,7,1,480,1,23.8701977356,9,0.01875
0.98,0.89,3,150,3,0,0,0,3,2,450,2,25.4361398731,9,0.02
0.89,0.92,5,242,5,0,1,0,4,0,1210,0,8.16901651957,25,0.0206611570248
0.2,0.94,6,191,5,0,0,0,3,0,1146,0,6.90091437115,30,0.0314136125654
0.68,1.0,3,205,4,0,0,0,1,0,615,0,129.2605986,12,0.0146341463415
0.57,0.7,3,172,3,0,0,0,2,0,516,0,34.6043641173,9,0.0174418604651
0.1,0.83,6,269,4,0,1,0,6,0,1614,0,1.40444775837,24,0.0223048327138
0.81,0.78,3,165,3,0,0,0,2,2,495,2,33.0551345034,9,0.0181818181818
0.53,0.59,4,259,3,0,0,0,4,0,1036,0,16.2334217507,12,0.015444015444
0.16,0.71,6,227,5,0,0,0,3,1,1362,1,2.89500611445,30,0.0264317180617
0.84,0.88,4,263,5,1,1,0,5,0,1052,0,8.81817310457,20,0.0152091254753
0.62,0.76,4,163,3,0,0,0,4,2,652,2,273.187183811,12,0.0245398773006
0.78,0.59,3,212,2,0,0,0,2,0,636,0,205.780346821,6,0.0141509433962
0.45,0.51,2,156,3,0,1,0,4,1,312,1,8.33860486514,6,0.0128205128205
0.88,0.87,4,235,6,0,1,0,9,0,940,0,42.2263150802,24,0.0170212765957
0.98,0.72,3,262,4,0,0,0,0,0,786,0,609.230769231,12,0.0114503816794
0.48,0.81,4,248,2,0,0,0,8,1,992,1,21.396559202,8,0.0161290322581
0.71,0.96,4,131,3,0,0,0,3,1,524,1,40.6890972255,12,0.030534351145
0.76,0.99,5,252,3,1,0,0,4,0,1260,0,3.12098793454,15,0.0198412698413
0.51,0.71,5,154,2,0,0,0,7,1,770,1,897.74078478,10,0.0324675324675
0.14,0.79,5,271,4,0,0,0,9,2,1355,2,2.90907606213,20,0.0184501845018
0.76,0.88,5,265,4,0,0,0,3,0,1325,0,4.95471782037,20,0.0188679245283
0.42,0.51,2,136,3,0,1,0,2,1,272,1,6.79913813742,6,0.0147058823529
0.54,0.74,2,166,3,0,0,0,4,1,332,1,9.77095361969,6,0.0120481927711
0.8,0.93,3,260,3,0,0,0,7,0,780,0,691.775557264,9,0.0115384615385
0.55,0.9,3,181,3,1,0,0,8,0,543,0,22.4007861953,9,0.0165745856354
0.62,0.97,4,266,3,0,0,0,9,0,1064,0,14.4351576284,12,0.015037593985
0.55,0.48,4,271,6,1,0,0,4,2,1084,2,6.14952470125,24,0.0147601476015
0.96,0.85,4,173,3,0,0,0,5,2,692,2,1430.65693431,12,0.0231213872832
0.74,0.92,4,226,3,0,0,0,0,1,904,1,56.8144713642,12,0.0176991150442
0.37,0.5,2,154,3,0,1,0,0,1,308,1,7.72954491599,6,0.012987012987
0.7,0.48,4,229,2,0,0,0,2,2,916,2,48.6130969402,8,0.0174672489083
0.76,0.81,3,225,3,0,0,0,2,1,675,1,603.359616044,9,0.0133333333333
0.93,0.94,4,233,6,0,0,0,6,1,932,1,46.8332928901,24,0.0171673819742
0.71,0.78,4,227,2,0,0,0,3,0,908,0,53.367455215,8,0.0176211453744
0.9,1.0,4,207,3,0,0,0,4,1,828,1,193.837992246,12,0.0193236714976
0.88,0.5,4,162,2,0,0,0,3,1,648,1,286.498018897,8,0.0246913580247
0.11,0.97,6,254,4,0,1,0,1,2,1524,2,1.75625686285,24,0.0236220472441
0.3,0.68,3,229,6,0,0,0,3,1,687,1,736.543909348,18,0.0131004366812
0.83,0.96,5,275,5,0,1,0,3,0,1375,0,4.38515564906,25,0.0181818181818
0.29,0.47,5,139,4,0,0,0,4,0,695,0,1114.95246327,20,0.0359712230216
0.7,0.71,5,269,3,0,0,0,2,0,1345,0,4.48008601765,15,0.0185873605948
0.88,0.51,5,195,4,0,0,0,6,0,975,0,31.0656509741,20,0.025641025641
0.63,0.98,4,175,2,0,0,0,4,1,700,1,1935.86698337,8,0.0228571428571
0.47,0.56,4,226,3,0,0,0,5,0,904,0,47.9984327042,12,0.0176991150442
0.82,0.58,2,248,6,0,0,0,9,0,496,0,33.523669184,12,0.00806451612903
0.78,0.87,4,228,5,0,1,0,3,0,912,0,53.1501940878,20,0.0175438596491
0.98,0.51,3,157,3,0,0,0,5,1,471,1,29.7453616766,9,0.0191082802548
0.39,0.49,2,129,3,0,1,0,2,1,258,1,6.26572064803,6,0.015503875969
0.57,0.68,4,191,3,0,0,0,7,1,764,1,1280.58727569,12,0.020942408377
0.49,0.79,5,177,2,0,0,0,3,0,885,0,61.2236512306,10,0.0282485875706
0.6,0.53,2,235,7,0,0,0,6,1,470,1,23.8514057422,14,0.00851063829787
0.64,0.71,3,231,4,0,0,0,2,1,693,1,1264.45643793,12,0.012987012987
0.67,0.87,5,254,2,0,0,0,3,0,1270,0,5.70585140186,10,0.0196850393701
0.73,0.56,3,245,8,0,0,0,4,1,735,1,46756.7567568,24,0.0122448979592
0.59,0.75,3,168,3,0,0,0,8,1,504,1,31.4067870264,9,0.0178571428571
0.95,0.49,4,146,6,1,0,0,6,0,584,0,46.3711595168,24,0.027397260274
0.55,0.65,3,207,3,0,0,0,2,0,621,0,132.876125161,9,0.0144927536232
0.09,0.96,7,264,4,0,1,0,1,1,1848,1,0.870494392898,28,0.0265151515152
0.56,0.75,4,192,2,0,0,0,3,0,768,0,1024.96714849,8,0.0208333333333
0.55,0.69,4,220,3,1,0,0,9,2,880,2,33.988246645,12,0.0181818181818
0.82,0.51,5,232,3,0,0,0,5,1,1160,1,9.79748280057,15,0.0215517241379
0.37,0.51,2,153,3,0,0,0,6,2,306,2,7.656625496,6,0.0130718954248
0.9,0.89,5,249,3,1,0,0,6,0,1245,0,3.56798131129,15,0.0200803212851
0.43,0.51,2,143,3,0,1,0,2,1,286,1,7.28662420382,6,0.013986013986
0.71,0.93,5,140,8,0,0,0,5,1,700,1,2030.87885986,40,0.0357142857143
0.85,0.91,5,226,5,0,1,0,9,1,1130,1,11.5048320295,25,0.0221238938053
0.23,0.78,4,154,6,1,0,0,3,1,616,1,48.1597494127,24,0.025974025974
0.92,1.0,3,212,2,0,0,0,3,0,636,0,221.965317919,6,0.0141509433962
0.44,0.54,2,150,3,0,1,0,3,0,300,0,7.82430097478,6,0.0133333333333
0.78,0.6,4,143,2,0,0,1,4,1,572,2,72.2109533469,8,0.027972027972
0.77,0.97,3,215,2,0,0,0,0,0,645,0,250.814793822,6,0.0139534883721
0.78,0.59,4,124,3,1,0,0,8,2,496,2,16.393442623,12,0.0322580645161
0.5,0.83,5,258,2,0,0,0,6,0,1290,0,4.76611104403,10,0.0193798449612
0.32,0.65,2,183,3,0,0,0,4,0,366,0,10.0174546558,6,0.0109289617486
0.38,0.5,2,139,3,0,1,0,8,0,278,0,6.78459405512,6,0.0143884892086
0.91,0.65,5,214,3,1,0,0,5,0,1070,0,8.21279303762,15,0.0233644859813
0.56,1.0,3,141,2,1,0,0,7,0,423,0,8.33004047545,6,0.0212765957447
0.79,0.87,3,218,3,0,0,0,3,1,654,1,318.165659438,9,0.0137614678899
0.87,0.67,5,143,3,0,0,0,4,1,715,1,9492.3857868,15,0.034965034965
0.83,0.99,5,258,5,0,1,0,3,2,1290,2,5.81465547372,25,0.0193798449612
0.55,0.66,3,164,2,0,0,0,2,0,492,0,27.5948014955,6,0.0182926829268
0.63,0.72,2,161,5,0,0,0,0,1,322,1,9.8400241473,10,0.0124223602484
0.76,1.0,5,219,5,0,1,0,3,0,1095,0,13.1385444583,25,0.0228310502283
0.1,0.78,5,285,4,1,1,0,8,1,1425,1,1.13538542206,20,0.0175438596491
0.41,0.48,2,148,3,0,1,0,4,0,296,0,7.52040108806,6,0.0135135135135
0.8,0.86,5,262,6,0,1,0,4,1,1310,1,5.3323537602,30,0.0190839694656
0.86,0.97,4,258,3,0,0,0,2,2,1032,2,20.2592310206,12,0.015503875969
0.77,0.87,3,275,4,1,0,0,3,1,825,1,96.0182271889,12,0.0109090909091
0.6,0.96,4,220,3,1,0,1,4,1,880,2,35.0846416981,12,0.0181818181818
0.89,0.65,5,195,6,0,1,0,3,0,975,0,31.2308937984,30,0.025641025641
0.61,0.51,3,207,3,0,0,0,8,1,621,1,138.019717102,9,0.0144927536232
0.78,0.57,4,264,3,0,0,0,4,2,1056,2,16.6464041897,12,0.0151515151515
0.78,0.72,3,255,4,1,0,0,9,0,765,0,686.198920586,12,0.0117647058824
0.76,0.66,5,206,2,0,0,0,3,1,1030,1,19.4256197435,10,0.0242718446602
0.11,0.89,6,264,4,0,1,0,3,0,1584,0,1.51841384575,24,0.0227272727273
0.85,0.85,4,258,2,0,0,0,5,0,1032,0,20.1503104237,8,0.015503875969
0.64,1.0,4,201,2,0,0,0,4,1,804,1,291.50373267,8,0.0199004975124
0.7,0.79,6,145,3,0,0,0,1,1,870,1,85.5044764108,18,0.0413793103448
0.62,0.76,5,198,3,0,0,0,4,0,990,0,23.7808637445,15,0.0252525252525
0.89,0.91,3,233,2,0,0,0,6,1,699,1,2097.66925638,6,0.0128755364807
0.54,0.61,2,264,3,0,0,0,4,1,528,1,38.1169249047,6,0.00757575757576
0.97,0.61,3,208,3,0,0,0,2,1,624,1,178.668601487,9,0.0144230769231
0.95,0.63,3,153,2,0,0,0,4,0,459,0,26.7486042715,6,0.0196078431373
0.88,0.85,3,220,3,0,0,0,9,1,660,1,394.792104158,9,0.0136363636364
0.84,0.71,4,222,2,0,0,0,4,1,888,1,72.7790522902,8,0.018018018018
0.89,0.69,4,137,3,0,0,0,4,1,548,1,57.6887857884,12,0.029197080292
0.69,0.72,4,210,2,1,0,0,4,2,840,2,68.5765297841,8,0.0190476190476
0.51,0.6,5,175,3,0,0,0,2,1,875,1,70.835483417,15,0.0285714285714
0.57,0.89,4,255,3,1,0,0,2,0,1020,0,9.26997472899,12,0.0156862745098
0.99,0.66,3,181,2,0,0,0,6,1,543,1,57.5194381016,6,0.0165745856354
0.7,0.92,5,182,3,0,0,0,0,0,910,0,51.8893840425,15,0.0274725274725
0.7,0.72,2,189,3,0,0,0,4,0,378,0,13.7984772974,6,0.010582010582
0.37,0.45,2,126,3,0,1,0,3,1,252,1,6.02118401969,6,0.015873015873
0.98,0.69,3,274,3,0,0,0,0,0,822,0,228.901734104,9,0.0109489051095
0.5,0.95,3,198,4,0,0,0,1,0,594,0,82.3000109733,12,0.0151515151515
0.4,0.55,2,150,3,0,1,0,6,1,300,1,7.60695928103,6,0.0133333333333
0.83,0.55,5,247,3,0,0,0,4,0,1235,0,7.1474044767,15,0.0202429149798
0.11,0.83,6,244,4,0,1,0,1,0,1464,0,2.05469562739,24,0.0245901639344
0.69,0.64,4,190,4,0,0,0,2,1,760,1,1756.75675676,16,0.0210526315789
0.74,0.49,4,233,3,0,0,0,4,1,932,1,42.2227614657,12,0.0171673819742
0.1,0.77,7,250,5,0,1,0,8,1,1750,1,1.05521458268,35,0.028
0.1,0.94,6,255,4,0,1,0,2,0,1530,0,1.71445849608,24,0.0235294117647
0.78,0.93,4,161,3,0,0,0,4,0,644,0,246.332687517,12,0.0248447204969
0.94,0.9,5,191,4,0,0,0,3,0,955,0,37.9818705092,20,0.0261780104712
0.33,0.7,5,271,4,0,0,0,8,0,1355,0,3.39392207249,20,0.0184501845018
0.87,1.0,4,258,5,1,1,1,4,1,1032,2,10.1840758087,20,0.015503875969
0.52,0.86,5,168,3,0,0,0,8,1,840,1,123.356597955,15,0.0297619047619
0.9,0.7,5,206,4,0,1,0,2,0,1030,0,20.9708394958,20,0.0242718446602
0.49,0.96,3,140,3,0,0,0,5,1,420,1,15.6050355041,9,0.0214285714286
0.57,0.45,3,189,2,0,0,0,2,1,567,1,59.8209182701,6,0.015873015873
0.61,0.47,2,149,3,0,0,0,4,1,298,1,8.66700401589,6,0.0134228187919
0.82,0.91,5,232,5,0,1,0,2,0,1160,0,9.79748280057,25,0.0215517241379
0.54,0.76,3,183,3,0,0,0,4,0,549,0,47.5293972408,9,0.016393442623
0.52,0.92,4,150,2,1,0,0,3,0,600,0,45.6675880303,8,0.0266666666667
0.09,0.84,7,260,4,0,1,0,4,0,1820,0,0.915749377038,28,0.0269230769231
0.54,0.83,3,201,3,0,0,0,1,2,603,2,96.9956540908,9,0.0149253731343
0.11,0.92,7,265,4,0,1,0,2,0,1855,0,0.875479246015,28,0.0264150943396
0.92,0.44,3,260,8,0,0,0,4,0,780,0,737.893927748,24,0.0115384615385
0.4,0.48,2,138,3,0,1,0,5,1,276,1,6.822279616,6,0.0144927536232
0.57,0.69,4,146,3,0,0,0,3,0,584,0,74.6694568629,12,0.027397260274
0.93,0.83,4,225,2,0,0,0,4,1,900,1,66.0009575268,8,0.0177777777778
0.41,0.55,2,148,3,0,1,0,4,0,296,0,7.52040108806,6,0.0135135135135
0.1,0.83,6,292,4,0,1,0,3,0,1752,0,1.0510926586,24,0.0205479452055
0.71,0.53,3,186,2,0,0,0,2,0,558,0,58.4775323165,6,0.0161290322581
0.74,0.62,4,236,4,0,0,0,4,0,944,0,37.6411543287,16,0.0169491525424
0.38,0.55,2,145,3,0,1,0,3,0,290,0,7.16057326097,6,0.0137931034483
0.56,0.99,3,209,2,0,0,0,2,0,627,0,149.92791927,6,0.0143540669856
0.93,0.89,3,262,2,0,0,0,4,0,786,0,593.846153846,6,0.0114503816794
0.55,0.96,3,194,3,0,0,0,7,1,582,1,71.7260527534,9,0.0154639175258
0.44,0.56,3,123,3,0,0,0,1,1,369,1,11.1110253779,9,0.0243902439024
0.98,0.5,4,207,3,0,0,0,5,0,828,0,201.99959192,12,0.0193236714976
0.41,0.48,6,165,4,0,0,0,6,1,990,1,20.698159185,24,0.0363636363636
0.66,0.67,4,268,2,0,0,0,2,2,1072,2,14.1096472588,8,0.0149253731343
0.76,0.77,3,254,3,0,0,0,7,1,762,1,1614.67889908,9,0.011811023622
0.67,0.36,3,280,4,0,0,0,3,0,840,0,135.529946437,12,0.0107142857143
0.84,0.83,4,222,3,0,0,0,8,1,888,1,72.7790522902,12,0.018018018018
0.41,0.46,2,128,3,0,1,0,1,0,256,0,6.30223930631,6,0.015625
0.94,0.99,3,207,2,0,0,0,4,1,621,1,166.309472782,6,0.0144927536232
0.95,0.52,3,183,2,1,0,0,4,0,549,0,30.0916638375,6,0.016393442623
0.23,0.75,6,220,3,0,0,0,3,1,1320,1,3.52150984019,18,0.0272727272727
0.77,0.68,5,162,4,1,0,0,2,1,810,1,134.86741847,20,0.0308641975309
0.96,0.96,5,243,3,0,0,0,2,1,1215,1,8.29815789362,15,0.0205761316872
0.3,0.97,3,171,4,1,0,0,9,1,513,1,13.9314572304,12,0.0175438596491
0.91,0.53,2,273,3,0,0,0,3,0,546,0,57.0319498358,6,0.00732600732601
0.16,0.87,5,163,3,0,0,0,9,1,815,1,156.820332567,15,0.0306748466258
0.85,0.55,3,226,4,0,0,0,6,0,678,0,710.991544965,12,0.0132743362832
0.58,0.91,3,154,10,0,0,0,7,2,462,2,22.1629962127,30,0.0194805194805
0.35,0.66,2,140,2,0,0,0,3,1,280,1,6.69636213926,4,0.0142857142857
0.73,0.63,3,205,2,1,0,0,0,0,615,0,66.5538201123,6,0.0146341463415
0.38,0.49,2,132,3,0,1,0,3,0,264,0,6.38221120494,6,0.0151515151515
0.92,0.64,4,259,2,0,0,0,4,1,1036,1,20.3713527851,8,0.015444015444
0.8,0.53,3,245,3,0,0,0,4,1,735,1,48648.6486486,9,0.0122448979592
0.4,0.54,2,139,3,0,1,0,5,0,278,0,6.8829215052,6,0.0143884892086
0.37,0.55,2,127,3,0,1,0,8,1,254,1,6.07199524877,6,0.0157480314961
0.4,0.47,2,144,3,0,1,0,0,1,288,1,7.19860963997,6,0.0138888888889
0.53,0.73,3,163,3,1,0,0,6,0,489,0,13.2810194267,9,0.0184049079755
0.78,0.72,5,270,3,1,0,0,2,0,1350,0,2.3078399137,15,0.0185185185185
0.12,0.81,4,287,6,0,0,0,4,1,1148,1,6.3795126508,24,0.01393728223
0.82,0.79,4,224,2,0,0,0,3,0,896,0,65.2563642883,8,0.0178571428571
0.49,0.99,6,205,5,0,0,0,2,2,1230,2,5.93620767962,30,0.0292682926829
0.59,0.92,4,183,2,0,0,0,0,0,732,0,159000.0,8,0.0218579234973
0.46,0.5,2,156,3,0,1,0,2,1,312,1,8.3961124849,6,0.0128205128205
0.09,0.78,6,244,4,0,1,0,6,0,1464,0,2.01767408455,24,0.0245901639344
0.78,0.61,4,268,3,0,0,0,4,1,1072,1,15.1296217595,12,0.0149253731343
0.82,0.58,5,263,8,0,0,0,6,1,1315,1,5.29998806047,40,0.0190114068441
0.44,0.54,2,135,3,0,1,0,3,0,270,0,6.83494555776,6,0.0148148148148
0.92,0.53,3,238,2,0,0,0,7,0,714,0,8495.57522124,6,0.0126050420168
0.4,0.99,4,214,6,1,0,0,3,1,856,1,43.3973961562,24,0.018691588785
0.69,0.56,2,214,2,0,0,0,4,0,428,0,18.6530098673,4,0.00934579439252
0.43,0.52,2,150,3,0,1,0,7,0,300,0,7.76996555134,6,0.0133333333333
0.91,0.52,3,178,3,0,0,0,4,1,534,1,50.2287908273,9,0.0168539325843
0.91,0.49,2,180,3,0,0,0,3,0,360,0,14.0274085281,6,0.0111111111111
0.32,0.81,5,111,4,0,0,0,4,1,555,1,43.5974502097,20,0.045045045045
0.91,0.81,3,220,3,1,0,0,3,0,660,0,200.54598908,9,0.0136363636364
0.84,1.0,5,242,5,0,1,0,4,0,1210,0,7.95290497143,25,0.0206611570248
0.49,0.69,2,188,4,0,0,0,4,1,376,1,11.9573067972,8,0.0106382978723
0.9,0.98,4,264,6,0,1,0,7,1,1056,1,17.7686336856,24,0.0151515151515
0.09,0.83,7,258,4,0,1,0,7,0,1806,0,0.939711879165,28,0.0271317829457
0.43,0.55,4,134,3,0,1,0,5,0,536,0,38.389261745,12,0.0298507462687
0.8,0.38,3,215,6,0,0,0,3,0,645,0,255.065892022,18,0.0139534883721
0.95,0.96,4,161,2,0,0,0,6,2,644,2,269.858843067,8,0.0248447204969
0.88,0.98,3,160,2,0,0,0,7,1,480,1,30.321602529,6,0.01875
0.71,0.77,4,142,2,0,0,0,0,1,568,1,65.9671321657,8,0.0281690140845
0.43,0.38,3,119,2,0,0,0,4,0,357,0,10.3334899014,6,0.0252100840336
0.59,0.69,3,162,3,0,0,0,2,0,486,0,26.9263336156,9,0.0185185185185
0.59,0.59,3,141,3,0,0,0,8,0,423,0,16.980467123,9,0.0212765957447
0.89,0.39,5,218,2,0,0,0,2,0,1090,0,14.5025398628,10,0.0229357798165
0.37,0.63,4,167,3,0,0,0,6,0,668,0,368.081676518,12,0.0239520958084
0.87,0.48,5,242,3,0,0,0,4,1,1210,1,8.08257190031,15,0.0206611570248
0.4,0.45,4,113,3,0,0,0,3,0,452,0,18.2457969503,12,0.0353982300885
0.82,0.74,3,229,7,0,0,1,9,2,687,3,1031.16147309,21,0.0131004366812
0.59,0.63,5,243,2,0,0,0,1,1,1215,1,6.7316689035,10,0.0205761316872
0.55,0.99,3,158,3,0,0,0,4,0,474,0,23.8366191985,9,0.0189873417722
0.51,0.5,5,242,2,0,0,0,4,0,1210,0,6.52656875373,10,0.0206611570248
0.49,0.99,5,262,2,1,0,0,4,1,1310,1,2.20700197297,10,0.0190839694656
0.39,0.54,2,132,3,0,1,0,3,0,264,0,6.42845911223,6,0.0151515151515
0.37,0.47,2,149,3,0,1,0,4,0,298,0,7.37502826197,6,0.0134228187919
0.82,0.89,4,239,2,0,0,0,7,1,956,1,35.3192315156,8,0.0167364016736
0.41,0.46,2,160,3,0,1,1,4,0,320,1,8.42888057292,6,0.0125
0.1,0.81,7,291,4,0,1,0,4,2,2037,2,0.642949619052,28,0.0240549828179
0.74,0.83,4,210,3,0,0,0,3,0,840,0,141.210842396,12,0.0190476190476
0.49,0.71,3,255,2,1,0,0,1,0,765,0,574.402467232,6,0.0117647058824
0.98,0.91,4,240,3,0,0,0,2,0,960,0,37.1050560324,12,0.0166666666667
0.34,0.55,3,136,2,1,0,0,4,1,408,1,6.50220298519,6,0.0220588235294
0.92,0.98,3,149,3,0,0,0,3,1,447,1,24.1433511474,9,0.0201342281879
1.0,0.86,4,245,4,0,0,0,4,1,980,1,31.7450239675,16,0.0163265306122
0.75,0.85,5,267,5,0,1,0,3,0,1335,0,4.76531504179,25,0.0187265917603
0.43,0.49,2,135,3,0,1,0,4,1,270,1,6.78748065805,6,0.0148148148148
0.75,0.85,3,250,6,0,0,0,2,1,750,1,3959.2760181,18,0.012
0.71,0.54,3,201,2,0,0,0,6,1,603,1,107.702966555,6,0.0149253731343
0.1,0.83,6,271,4,0,1,0,2,1,1626,1,1.36712195971,24,0.0221402214022
0.82,0.81,4,233,4,1,1,0,3,0,932,0,22.0820189274,16,0.0171673819742
0.68,0.93,4,179,2,0,0,0,4,1,716,1,9882.35294118,8,0.0223463687151
0.95,0.68,3,165,3,0,0,0,6,1,495,1,35.6118852384,9,0.0181818181818
0.34,0.46,6,132,2,0,0,0,3,1,792,1,337.531486146,12,0.0454545454545
0.81,1.0,4,253,5,0,1,0,2,0,1012,0,22.5995754776,20,0.0158102766798
0.88,0.51,3,208,3,0,0,0,0,1,624,1,170.506076546,9,0.0144230769231
0.56,0.47,5,185,4,0,0,0,7,1,925,1,40.6070229326,20,0.027027027027
0.74,0.95,5,170,4,0,0,0,2,1,850,1,118.836224559,20,0.0294117647059
